2740.98,Travel,2024-04-12
3005.43,Entertainment,2024-05-25
4471.6,Travel,2025-01-17
4141.93,Food,2025-06-23
671.44,Groceries,2025-11-12
2401.01,Education,2025-03-06
4654.56,Travel,2025-09-01
901.68,Travel,2024-10-23
1190.49,Entertainment,2024-06-14
930.19,Bills,2024-08-27
3272.9,Education,2025-10-02
2095.97,Education,2025-11-10
752.9,Health,2025-02-13
964.47,Health,2025-06-29
4119.74,Health,2024-01-21
3320.9,Transport,2024-02-03
872.83,Shopping,2025-07-07
4348.92,Rent,2024-09-06
1445.55,Groceries,2025-02-22
4593.41,Rent,2024-01-04
1086.75,Transport,2024-11-29
1452.31,Rent,2024-04-30
3252.14,Bills,2024-12-12
2558.07,Education,2024-03-10
4281.08,Education,2024-08-09
3084.84,Entertainment,2024-04-29
4722.48,Bills,2024-10-08
1361.96,Entertainment,2025-04-15
4981.02,Entertainment,2025-08-10
3962.08,Entertainment,2024-09-12
2807.31,Education,2025-07-18
4853.31,Transport,2024-02-13
1801.55,Bills,2025-09-13
4806.11,Shopping,2024-05-27
1183.35,Entertainment,2025-10-18
1886.2,Bills,2024-02-02
2555.2,Travel,2024-04-28
3047.92,Health,2025-12-26
4234.79,Rent,2024-07-04
4629.49,Rent,2025-05-20
499.21,Bills,2025-06-12
3120.03,Transport,2024-09-19
3154.6,Education,2025-11-29
3300.91,Groceries,2025-09-01
2932.72,Education,2024-05-25
3483.34,Education,2025-08-10
3702.37,Transport,2024-02-01
1734.3,Education,2024-09-08
3560.9,Food,2024-02-16
849.92,Rent,2025-11-20
676.09,Food,2025-06-24
1949.2,Bills,2025-04-08
1541.71,Rent,2025-10-21
235.71,Rent,2024-02-19
1573.79,Transport,2024-12-26
2808.35,Rent,2024-05-18
3946.8,Education,2024-03-01
973.12,Entertainment,2025-12-26
688.41,Transport,2025-04-06
1609.1,Groceries,2025-01-14
140.21,Groceries,2025-06-24
4132.68,Rent,2025-02-26
3198.77,Entertainment,2024-03-04
2411.42,Groceries,2025-01-10
3835.78,Bills,2025-08-11
1483.04,Transport,2025-06-30
4657.51,Travel,2025-10-13
1372.95,Bills,2024-01-12
2499.49,Food,2024-01-08
426.27,Health,2025-06-18
50.88,Transport,2025-02-27
459.34,Education,2025-05-03
1069.27,Education,2025-07-29
3937.86,Bills,2024-09-25
2559.68,Health,2025-07-24
504.88,Travel,2024-08-31
1200.28,Groceries,2025-01-24
625.03,Shopping,2024-10-03
1626.64,Education,2025-09-18
2545.47,Health,2024-12-28
947.25,Travel,2025-05-21
3714.52,Entertainment,2025-08-14
515.03,Shopping,2024-12-06
4482.63,Transport,2025-09-19
4342.33,Rent,2025-01-16
3818.76,Entertainment,2025-01-15
2817.74,Transport,2024-03-12
766.67,Groceries,2025-05-20
827.88,Groceries,2025-07-21
3944.47,Education,2024-06-29
1554.53,Rent,2025-11-07
2051.99,Transport,2025-01-31
2059.38,Travel,2025-11-11
3374.75,Health,2024-11-18
681.58,Travel,2024-05-14
347.45,Transport,2024-08-12
2549.81,Travel,2025-10-07
3722.79,Groceries,2024-01-07
347.81,Shopping,2024-01-12
1417.59,Health,2025-03-19
2704.13,Food,2024-03-17
4434.18,Shopping,2024-04-15
4969.64,Groceries,2024-10-29
734.53,Transport,2025-10-27
3915.46,Groceries,2024-04-02
4845.66,Bills,2025-04-30
931.42,Education,2025-03-27
1277.04,Rent,2025-03-14
1705.98,Rent,2025-04-24
3006.63,Bills,2024-10-22
3220.29,Education,2025-10-10
4306.89,Health,2024-09-22
783.62,Bills,2024-12-13
813.25,Education,2024-06-03
3625.47,Transport,2024-06-20
3791.76,Shopping,2024-12-11
1996.9,Rent,2025-09-29
4215.8,Travel,2025-05-15
642.65,Shopping,2024-08-23
4326.11,Rent,2025-06-11
3475.93,Travel,2024-07-26
1594.36,Rent,2024-12-10
1929.66,Education,2025-09-26
4276.01,Education,2025-05-03
4770.21,Transport,2025-10-07
1004.84,Groceries,2025-07-08
2053.12,Education,2024-05-08
4635.63,Shopping,2024-03-30
944.27,Health,2024-09-06
2259.73,Entertainment,2025-06-10
4217.6,Groceries,2025-03-26
4027.45,Travel,2024-10-24
2504.84,Education,2025-08-13
2636.18,Food,2024-07-31
3742.53,Health,2024-11-23
2520.47,Food,2024-09-07
4504.71,Food,2025-11-17
220.05,Shopping,2025-10-14
1943.09,Shopping,2024-01-07
1367.67,Shopping,2024-06-09
3807.81,Groceries,2025-12-03
4714.62,Health,2024-04-19
216.73,Bills,2025-04-02
278.1,Groceries,2024-03-06
720.95,Bills,2024-06-01
1347.57,Entertainment,2024-09-24
3191.52,Groceries,2024-09-05
3388.06,Transport,2025-09-05
2639.77,Groceries,2025-03-16
2293.3,Food,2025-12-31
2417.94,Food,2024-07-25
3048.53,Education,2024-12-08
3624.22,Food,2025-10-27
350.67,Health,2025-11-06
4781.23,Entertainment,2025-02-18
393.93,Groceries,2024-02-02
104.23,Rent,2024-04-30
1688.59,Rent,2024-03-22
2374.01,Rent,2024-12-10
2177.5,Shopping,2025-02-04
1756.8,Shopping,2025-01-30
2905.34,Entertainment,2024-07-18
940.76,Food,2025-09-28
1277.67,Travel,2025-06-02
4755.65,Bills,2024-04-16
3083.8,Food,2024-02-21
4384.08,Transport,2024-05-26
3982.79,Shopping,2025-08-02
874.89,Entertainment,2025-04-14
3885.56,Transport,2024-09-29
2741.91,Health,2024-05-01
2616.75,Bills,2025-05-18
3381.54,Shopping,2024-03-08
4506.38,Transport,2025-09-10
2930.87,Bills,2025-06-22
4096.41,Bills,2025-06-23
1668.48,Education,2025-04-18
3065.08,Rent,2024-12-15
2290.97,Entertainment,2025-12-26
2482.63,Education,2025-05-12
4090.2,Shopping,2024-05-26
2174.42,Health,2024-01-06
3731.59,Education,2025-06-22
3608.19,Rent,2024-12-31
2937.99,Shopping,2025-11-30
1968.67,Entertainment,2025-09-15
4852.43,Groceries,2025-02-01
4776.34,Shopping,2025-02-24
1884.7,Education,2025-08-24
1327.36,Health,2025-02-10
3723.96,Entertainment,2024-12-15
402.2,Health,2025-09-09
651.2,Rent,2024-04-18
2884.6,Rent,2024-05-12
1939.62,Bills,2025-11-08
1717.69,Education,2024-02-08
1109.6,Health,2025-05-14
4004.08,Education,2024-01-10
4092.0,Health,2025-01-29
53.43,Rent,2024-10-02
4154.19,Health,2025-01-19
1573.44,Entertainment,2024-10-05
2517.69,Rent,2025-12-24
2582.58,Health,2024-09-12
1089.57,Shopping,2025-03-16
612.27,Groceries,2024-09-26
1213.46,Bills,2024-11-26
2971.37,Groceries,2025-02-18
3053.85,Shopping,2025-05-31
1871.68,Travel,2024-12-07
2607.57,Entertainment,2025-04-02
3527.67,Health,2025-11-20
1447.7,Transport,2024-12-18
1619.22,Shopping,2025-10-19
1326.93,Entertainment,2024-08-26
2544.03,Health,2024-05-04
2900.29,Rent,2025-09-01
3690.67,Travel,2025-07-27
2016.07,Groceries,2025-09-20
3074.47,Entertainment,2024-02-19
1499.53,Rent,2024-10-15
3057.67,Rent,2024-10-08
3583.02,Health,2024-06-12
2506.22,Shopping,2025-07-10
2965.0,Education,2024-12-02
3462.75,Bills,2024-01-24
3290.05,Rent,2024-03-18
2631.88,Transport,2025-12-04
4175.09,Health,2024-11-18
3788.81,Transport,2024-10-09
2082.83,Bills,2024-03-13
3722.1,Transport,2025-01-27
313.19,Food,2024-11-24
4796.41,Bills,2025-12-18
1283.39,Shopping,2024-01-30
2815.15,Shopping,2025-10-19
3198.81,Entertainment,2025-01-17
2302.44,Transport,2024-01-08
3090.11,Education,2024-01-25
660.57,Transport,2024-01-12
1454.85,Transport,2024-07-26
3416.42,Food,2025-09-22
553.34,Shopping,2024-10-30
3938.56,Food,2024-12-22
1544.3,Rent,2025-05-15
2011.02,Rent,2025-01-04
148.77,Food,2024-09-30
3303.57,Food,2024-01-24
3879.58,Shopping,2025-08-02
1725.39,Groceries,2025-11-19
174.66,Groceries,2024-06-08
440.1,Shopping,2025-07-10
1999.78,Education,2025-09-09
2102.23,Rent,2025-03-19
2075.83,Bills,2024-03-23
698.01,Transport,2024-11-12
2670.37,Rent,2025-12-17
2679.79,Groceries,2024-01-03
2386.7,Travel,2025-12-10
1759.3,Bills,2024-09-25
1606.73,Health,2025-09-11
1332.53,Entertainment,2025-12-27
1476.66,Education,2025-08-12
4001.49,Entertainment,2024-02-02
60.68,Rent,2025-09-30
1072.7,Transport,2025-06-02
4029.75,Transport,2024-02-29
4812.17,Bills,2024-10-09
2580.73,Health,2024-08-16
1125.15,Transport,2024-06-09
660.43,Shopping,2024-06-26
3560.13,Food,2025-03-02
3245.16,Rent,2024-06-28
4349.0,Groceries,2024-07-25
552.81,Bills,2025-06-25
3415.44,Bills,2025-02-21
3871.12,Shopping,2025-06-11
4857.77,Shopping,2025-06-25
4481.36,Health,2025-04-17
1383.39,Entertainment,2025-05-20
896.84,Travel,2024-07-31
2872.95,Entertainment,2024-12-05
2483.62,Rent,2024-02-08
4508.33,Groceries,2025-11-16
3063.81,Food,2025-12-24
555.23,Food,2024-10-29
3319.0,Health,2025-08-06
4268.36,Transport,2025-09-16
4292.19,Groceries,2024-10-31
4579.82,Education,2025-10-16
2129.65,Health,2025-10-02
3936.04,Groceries,2025-12-12
161.26,Education,2025-11-04
2194.74,Bills,2024-02-10
2044.56,Travel,2025-03-28
3714.54,Entertainment,2025-05-10
1524.01,Shopping,2025-10-22
3382.54,Bills,2025-08-12
3815.26,Education,2025-05-21
3114.88,Health,2024-04-15
2129.38,Groceries,2024-12-12
981.9,Groceries,2024-12-19
1406.01,Groceries,2025-12-12
1712.55,Travel,2024-04-22
3469.47,Food,2024-11-28
1874.42,Transport,2025-05-13
1330.11,Rent,2024-07-13
343.46,Groceries,2025-11-13
3880.89,Health,2025-08-02
3354.96,Travel,2025-06-19
4853.96,Rent,2024-09-06
3503.58,Food,2025-05-14
3392.68,Health,2024-05-28
3349.26,Entertainment,2025-06-29
1532.4,Travel,2025-11-09
260.69,Groceries,2024-03-04
3239.56,Health,2024-07-13
69.12,Transport,2024-07-03
1785.63,Food,2025-01-03
2055.92,Health,2025-03-25
3877.29,Education,2024-11-25
1971.68,Rent,2025-11-12
3622.64,Food,2025-08-03
2114.68,Travel,2024-04-14
4899.61,Education,2024-11-02
1614.04,Bills,2025-09-20
1146.33,Transport,2024-10-14
1884.69,Rent,2024-03-23
3302.93,Groceries,2025-04-11
4786.0,Travel,2024-04-17
1157.22,Food,2025-10-17
4152.92,Groceries,2025-03-04
1911.18,Groceries,2025-09-24
635.28,Entertainment,2025-06-18
3209.12,Entertainment,2024-12-03
1041.95,Food,2024-12-26
4956.52,Health,2024-12-24
3569.71,Groceries,2024-01-01
2855.41,Education,2024-03-10
3232.97,Entertainment,2024-11-19
4880.88,Rent,2025-08-23
4529.32,Rent,2025-03-23
4218.19,Transport,2024-12-14
494.64,Education,2025-04-21
3553.16,Food,2024-03-17
1811.17,Entertainment,2024-06-22
3340.6,Rent,2025-08-21
3412.3,Travel,2024-02-17
527.82,Health,2024-04-07
3866.63,Groceries,2025-09-23
4057.18,Rent,2025-03-27
614.27,Entertainment,2025-01-08
2102.88,Shopping,2025-08-16
1006.48,Travel,2025-05-05
3372.67,Transport,2024-02-11
865.8,Bills,2025-03-09
596.9,Bills,2025-04-26
600.96,Transport,2025-03-10
3396.47,Rent,2024-07-09
2301.49,Bills,2024-04-24
2509.28,Groceries,2024-10-01
609.58,Bills,2025-01-31
4768.05,Education,2024-04-03
12.42,Bills,2025-08-09
65.82,Groceries,2024-11-13
3700.61,Transport,2025-02-15
1791.89,Rent,2024-11-01
3918.55,Rent,2024-02-17
1973.27,Shopping,2025-02-05
3541.29,Bills,2025-05-23
3256.85,Health,2024-07-08
1846.21,Education,2024-04-17
1508.59,Entertainment,2025-06-10
2259.98,Travel,2024-09-01
3672.32,Transport,2025-11-13
3976.05,Food,2025-12-12
2604.54,Transport,2024-03-28
3205.38,Groceries,2025-05-02
131.67,Shopping,2024-02-09
2795.6,Entertainment,2025-09-07
3227.38,Food,2025-02-05
20.38,Health,2024-01-11
2511.33,Transport,2025-02-11
4679.68,Travel,2025-07-25
4405.02,Rent,2025-12-19
3230.03,Entertainment,2025-12-15
346.54,Bills,2025-09-01
4381.15,Bills,2024-07-15
1417.06,Rent,2025-10-02
1093.89,Bills,2024-12-14
3156.97,Education,2025-04-03
346.11,Shopping,2024-02-29
3372.32,Transport,2025-04-18
834.3,Transport,2024-11-14
2480.82,Transport,2024-11-29
2963.33,Shopping,2024-10-23
1578.17,Groceries,2024-06-10
2622.91,Entertainment,2025-01-10
2007.66,Health,2025-02-02
2507.59,Health,2024-12-05
3531.42,Travel,2025-09-29
3605.12,Transport,2025-06-01
3802.28,Entertainment,2024-02-01
4950.51,Shopping,2025-08-17
1822.96,Rent,2025-10-25
4622.95,Health,2025-04-14
4407.65,Rent,2025-08-12
602.58,Health,2025-12-07
1940.47,Entertainment,2024-07-17
770.94,Food,2024-11-22
2917.72,Health,2024-11-08
1349.74,Entertainment,2025-06-18
3560.03,Health,2024-06-08
4601.68,Shopping,2025-02-16
4500.46,Education,2024-10-13
932.66,Rent,2024-05-02
1534.32,Transport,2024-08-05
217.18,Shopping,2025-04-24
2272.08,Food,2025-07-13
4029.07,Groceries,2024-12-01
2669.44,Entertainment,2025-05-21
2668.72,Education,2025-12-08
2399.02,Rent,2025-05-21
1852.63,Rent,2024-04-27
2187.43,Transport,2025-12-12
2817.15,Shopping,2025-01-29
936.96,Groceries,2025-07-09
108.1,Rent,2025-06-21
1708.39,Travel,2025-05-19
4658.97,Entertainment,2024-01-31
1754.88,Transport,2025-03-07
1279.36,Education,2024-06-21
4594.15,Transport,2024-01-03
4215.2,Entertainment,2024-01-02
1495.64,Entertainment,2024-01-10
4185.83,Shopping,2025-09-18
1374.21,Education,2024-08-18
4914.14,Rent,2025-03-29
3232.91,Transport,2025-01-07
2211.36,Bills,2025-05-09
2904.67,Shopping,2024-10-12
2087.26,Travel,2024-10-11
2099.4,Food,2025-02-22
2493.28,Education,2025-08-29
4679.26,Transport,2025-09-05
2865.62,Education,2025-03-08
3690.3,Entertainment,2025-11-14
808.75,Entertainment,2025-08-14
2619.65,Bills,2024-10-25
4150.41,Rent,2024-01-14
229.55,Education,2025-09-09
4551.85,Food,2025-11-07
1896.66,Bills,2025-09-13
964.89,Health,2025-06-25
73.14,Health,2025-04-02
3428.51,Rent,2024-09-15
105.72,Travel,2025-10-20
949.81,Health,2024-05-19
939.96,Education,2025-03-30
4929.63,Rent,2025-06-27
4368.56,Transport,2024-11-15
215.23,Education,2024-10-23
1789.02,Entertainment,2025-08-26
3493.5,Bills,2025-05-04
953.38,Travel,2024-05-20
2528.81,Bills,2024-07-21
1876.95,Health,2025-06-21
3274.69,Bills,2024-02-15
3787.65,Rent,2024-12-24
2023.59,Education,2025-02-19
936.15,Groceries,2025-06-11
4087.59,Education,2024-04-05
1839.5,Education,2024-10-05
1761.08,Groceries,2024-12-29
4603.2,Shopping,2024-11-04
2164.54,Food,2024-07-17
2454.86,Shopping,2024-07-19
239.71,Food,2025-06-21
4955.78,Transport,2025-08-02
3452.75,Bills,2024-06-07
3563.29,Food,2024-10-29
4445.54,Rent,2024-12-07
2222.2,Health,2025-08-12
788.07,Travel,2025-02-14
505.41,Rent,2025-11-04
4706.96,Health,2025-04-22
3974.46,Shopping,2024-05-20
326.97,Food,2024-06-26
620.48,Travel,2024-03-01
4464.26,Education,2024-11-12
1236.02,Groceries,2025-04-01
3590.84,Health,2024-10-19
4335.97,Transport,2025-11-02
506.83,Groceries,2025-08-09
4758.06,Entertainment,2024-07-31
1000.06,Rent,2025-08-18
382.11,Shopping,2025-08-13
502.86,Travel,2024-11-08
3608.72,Bills,2025-06-29
1517.34,Travel,2024-11-18
579.74,Transport,2025-07-27
4462.78,Shopping,2025-08-16
182.7,Groceries,2024-12-05
112.29,Groceries,2024-10-05
4897.16,Shopping,2025-01-28
3725.73,Entertainment,2024-12-16
265.41,Shopping,2025-01-16
4425.38,Rent,2025-04-17
2085.48,Transport,2025-12-23
2411.84,Transport,2025-08-30
2086.74,Travel,2024-11-22
560.71,Groceries,2024-07-09
4309.79,Health,2024-09-28
4120.2,Groceries,2025-06-16
1479.03,Entertainment,2024-11-06
2702.01,Groceries,2024-08-11
1212.61,Rent,2024-12-05
2184.02,Entertainment,2025-05-19
4839.14,Education,2024-04-20
4362.04,Education,2025-05-27
1866.04,Transport,2024-05-13
182.45,Shopping,2024-06-09
433.78,Bills,2024-09-13
1433.24,Bills,2025-01-28
1366.61,Health,2025-07-16
1005.3,Education,2025-02-06
4366.35,Bills,2025-08-20
1062.18,Transport,2025-02-18
1372.24,Travel,2025-10-12
551.0,Entertainment,2025-11-08
1762.99,Entertainment,2024-02-07
2092.98,Food,2025-02-12
4191.27,Entertainment,2025-02-10
3966.69,Rent,2024-05-29
1177.43,Shopping,2024-03-31
3123.45,Travel,2025-01-11
4581.94,Education,2024-09-24
4456.38,Education,2025-05-19
2525.2,Bills,2024-12-01
798.79,Bills,2025-06-05
2770.33,Bills,2025-12-07
4371.92,Entertainment,2024-04-03
4143.09,Bills,2025-07-19
1960.47,Groceries,2024-01-16
4669.67,Shopping,2024-05-01
3152.16,Shopping,2025-06-04
961.73,Entertainment,2024-12-29
1499.66,Rent,2024-10-25
2316.42,Travel,2025-10-20
2855.16,Entertainment,2025-07-10
3817.14,Travel,2024-03-25
3402.07,Travel,2024-09-14
1633.95,Shopping,2024-05-18
2957.63,Education,2024-06-25
4018.18,Entertainment,2025-08-03
4334.61,Transport,2025-05-30
935.45,Bills,2024-10-06
26.06,Education,2025-09-30
4537.32,Rent,2025-05-17
1611.75,Shopping,2025-07-03
3206.66,Travel,2025-07-23
4768.94,Food,2024-09-03
2152.22,Travel,2025-02-22
214.04,Transport,2024-05-10
2192.84,Health,2024-04-12
143.9,Education,2024-02-28
3330.92,Transport,2024-01-16
504.76,Food,2025-02-21
1716.69,Bills,2025-03-14
3999.24,Entertainment,2025-03-24
3643.65,Travel,2025-11-16
2744.34,Entertainment,2025-04-25
4699.55,Education,2024-01-24
4916.94,Entertainment,2024-10-01
2866.56,Health,2024-09-10
224.74,Shopping,2025-02-10
2239.26,Shopping,2024-03-08
729.52,Transport,2024-06-28
930.57,Bills,2024-07-11
4437.84,Shopping,2024-11-08
145.74,Shopping,2024-03-25
4941.19,Travel,2025-02-12
3556.63,Transport,2024-05-13
2824.09,Food,2024-08-04
2594.56,Entertainment,2025-01-17
3448.36,Food,2024-04-08
2160.51,Groceries,2025-10-22
3595.14,Travel,2025-02-02
3840.06,Groceries,2025-05-19
296.0,Shopping,2025-01-04
2570.52,Shopping,2024-03-30
1666.06,Transport,2025-03-08
3660.42,Education,2024-08-02
4093.27,Bills,2025-01-26
926.73,Groceries,2025-04-22
4012.9,Rent,2024-12-18
2664.13,Education,2024-08-05
629.66,Health,2025-07-22
4893.29,Transport,2024-12-17
3413.01,Education,2024-04-03
4187.74,Education,2024-05-16
4496.2,Entertainment,2024-01-13
2307.38,Transport,2024-05-28
